Game,Month,Year,Avg,Peak
Secrets of Grindea,April ,2019,57.2,122
Secrets of Grindea,March ,2019,62.16,124
Secrets of Grindea,February ,2019,94.92,214
Secrets of Grindea,January ,2019,98.9,264
Secrets of Grindea,December ,2018,88.25,179
Secrets of Grindea,November ,2018,53.14,114
Secrets of Grindea,October ,2018,54.35,137
Secrets of Grindea,September ,2018,46.35,96
Secrets of Grindea,August ,2018,57.1,100
Secrets of Grindea,July ,2018,81.54,141
Secrets of Grindea,June ,2018,91,188
Secrets of Grindea,May ,2018,76.71,142
Secrets of Grindea,April ,2018,87.07,195
Secrets of Grindea,March ,2018,64.13,126
Secrets of Grindea,February ,2018,69.35,121
Secrets of Grindea,January ,2018,91.37,181
Secrets of Grindea,December ,2017,74.04,147
Secrets of Grindea,November ,2017,81.45,168
Secrets of Grindea,October ,2017,97.03,196
Secrets of Grindea,September ,2017,102.73,208
Secrets of Grindea,August ,2017,158.38,357
Secrets of Grindea,July ,2017,140.95,305
Secrets of Grindea,June ,2017,99.37,169
Secrets of Grindea,May ,2017,115.36,256
Secrets of Grindea,April ,2017,76.34,309
Secrets of Grindea,March ,2017,67.42,159
Secrets of Grindea,February ,2017,90.13,187
Secrets of Grindea,January ,2017,103.72,207
Secrets of Grindea,December ,2016,83.65,171
Secrets of Grindea,November ,2016,60.47,124
Secrets of Grindea,October ,2016,53.39,161
Secrets of Grindea,September ,2016,57.04,117
Secrets of Grindea,August ,2016,65.19,130
Secrets of Grindea,July ,2016,93.86,226
Secrets of Grindea,June ,2016,79.65,198
Secrets of Grindea,May ,2016,98.93,284
Secrets of Grindea,April ,2016,146.77,329
Secrets of Grindea,March ,2016,149.18,293
Secrets of Grindea,February ,2016,167.41,434
Secrets of Grindea,January ,2016,127.18,260
Secrets of Grindea,December ,2015,80.52,181
Secrets of Grindea,November ,2015,72.2,155
Secrets of Grindea,October ,2015,127.94,328
Secrets of Grindea,September ,2015,127.71,267
Secrets of Grindea,August ,2015,143.94,390
Secrets of Grindea,July ,2015,194.71,412
Soda Dungeon,February ,2021,88.15,119
Soda Dungeon,January ,2021,94.55,130
Soda Dungeon,December ,2020,97.58,136
Soda Dungeon,November ,2020,101.71,149
Soda Dungeon,October ,2020,110.53,151
Soda Dungeon,September ,2020,145.49,212
Soda Dungeon,August ,2020,194.57,295
Soda Dungeon,July ,2020,300.86,410
Soda Dungeon,June ,2020,281.69,403
Soda Dungeon,May ,2020,296.02,374
Soda Dungeon,April ,2020,315.98,409
Soda Dungeon,March ,2020,278.76,387
Soda Dungeon,February ,2020,263.6,360
Soda Dungeon,January ,2020,276.49,379
Soda Dungeon,December ,2019,292.63,382
Soda Dungeon,November ,2019,298.5,413
Soda Dungeon,October ,2019,233.64,304
Soda Dungeon,September ,2019,252.62,329
Soda Dungeon,August ,2019,257.76,370
Soda Dungeon,July ,2019,243.17,317
Soda Dungeon,June ,2019,269.97,360
Soda Dungeon,May ,2019,302.67,430
Soda Dungeon,April ,2019,293.46,388
Soda Dungeon,March ,2019,291.42,423
Soda Dungeon,February ,2019,292.95,411
Soda Dungeon,January ,2019,301.29,405
Soda Dungeon,December ,2018,287.1,396
Soda Dungeon,November ,2018,308.1,441
Soda Dungeon,October ,2018,349.39,466
Soda Dungeon,September ,2018,388.11,539
Soda Dungeon,August ,2018,402.25,521
Soda Dungeon,July ,2018,420.18,542
Soda Dungeon,June ,2018,469.29,631
Soda Dungeon,May ,2018,467.56,689
Soda Dungeon,April ,2018,481.65,687
Soda Dungeon,March ,2018,462.26,643
Soda Dungeon,February ,2018,511.89,740
Soda Dungeon,January ,2018,611.19,808
Soda Dungeon,December ,2017,708.99,980
Soda Dungeon,November ,2017,780.42,1146
Soda Dungeon,October ,2017,970.25,1490
Soda Dungeon,September ,2017,723.81,1009
Soda Dungeon,August ,2017,837.41,1079
Soda Dungeon,July ,2017,842.92,1137
Soda Dungeon,June ,2017,1121.87,1579
Soda Dungeon,May ,2017,1844.76,2736
Soda Dungeon,April ,2017,2662.24,3624
Soda Dungeon,March ,2017,3340.64,4963
Soda Dungeon,February ,2017,2865.04,5669
Soda Dungeon,January ,2017,2.5,10
Soda Dungeon,December ,2016,0.01,1
Trine 3: The Artifacts of Power,February ,2021,24.95,83
Trine 3: The Artifacts of Power,January ,2021,36.17,91
Trine 3: The Artifacts of Power,December ,2020,25.69,69
Trine 3: The Artifacts of Power,November ,2020,30.55,88
Trine 3: The Artifacts of Power,October ,2020,18.28,54
Trine 3: The Artifacts of Power,September ,2020,25.03,69
Trine 3: The Artifacts of Power,August ,2020,21.58,64
Trine 3: The Artifacts of Power,July ,2020,37.23,90
Trine 3: The Artifacts of Power,June ,2020,22.18,71
Trine 3: The Artifacts of Power,May ,2020,37.04,115
Trine 3: The Artifacts of Power,April ,2020,53.49,138
Trine 3: The Artifacts of Power,March ,2020,37.05,104
Trine 3: The Artifacts of Power,February ,2020,24.32,73
Trine 3: The Artifacts of Power,January ,2020,40.12,119
Trine 3: The Artifacts of Power,December ,2019,25.98,78
Trine 3: The Artifacts of Power,November ,2019,25.09,72
Trine 3: The Artifacts of Power,October ,2019,26.05,104
Trine 3: The Artifacts of Power,September ,2019,20.44,76
Trine 3: The Artifacts of Power,August ,2019,19.18,47
Trine 3: The Artifacts of Power,July ,2019,30.36,78
Trine 3: The Artifacts of Power,June ,2019,19.82,66
Trine 3: The Artifacts of Power,May ,2019,20.53,63
Trine 3: The Artifacts of Power,April ,2019,19.94,71
Trine 3: The Artifacts of Power,March ,2019,22.59,80
Trine 3: The Artifacts of Power,February ,2019,22.32,65
Trine 3: The Artifacts of Power,January ,2019,31.56,81
Trine 3: The Artifacts of Power,December ,2018,24.05,76
Trine 3: The Artifacts of Power,November ,2018,29.39,77
Trine 3: The Artifacts of Power,October ,2018,15.84,52
Trine 3: The Artifacts of Power,September ,2018,17.98,62
Trine 3: The Artifacts of Power,August ,2018,22.73,73
Trine 3: The Artifacts of Power,July ,2018,24.02,67
Trine 3: The Artifacts of Power,June ,2018,26.43,89
Trine 3: The Artifacts of Power,May ,2018,20.17,56
Trine 3: The Artifacts of Power,April ,2018,33.41,102
Trine 3: The Artifacts of Power,March ,2018,23.63,72
Trine 3: The Artifacts of Power,February ,2018,41.91,120
Trine 3: The Artifacts of Power,January ,2018,37.19,105
Trine 3: The Artifacts of Power,December ,2017,41.13,116
Trine 3: The Artifacts of Power,November ,2017,29.78,98
Trine 3: The Artifacts of Power,October ,2017,43.92,114
Trine 3: The Artifacts of Power,September ,2017,22.21,61
Trine 3: The Artifacts of Power,August ,2017,38.89,105
Trine 3: The Artifacts of Power,July ,2017,39.77,110
Trine 3: The Artifacts of Power,June ,2017,39.48,89
Trine 3: The Artifacts of Power,May ,2017,36.87,103
Trine 3: The Artifacts of Power,April ,2017,33.29,89
Trine 3: The Artifacts of Power,March ,2017,61.24,187
Trine 3: The Artifacts of Power,February ,2017,26.47,78
Trine 3: The Artifacts of Power,January ,2017,43.12,146
Trine 3: The Artifacts of Power,December ,2016,40.18,172
Trine 3: The Artifacts of Power,November ,2016,40.42,126
Trine 3: The Artifacts of Power,October ,2016,49.78,151
Trine 3: The Artifacts of Power,September ,2016,29.6,88
Trine 3: The Artifacts of Power,August ,2016,58.9,255
Trine 3: The Artifacts of Power,July ,2016,51.03,161
Trine 3: The Artifacts of Power,June ,2016,61.37,170
